Number,GivenName,Surname,Gender,StreetAddress,City,StateFull,ZipCode,TelephoneNumber,Age,Company,Latitude,Longitude
1514,Fernanda,Souza,female,"Rua Delegado Francisco Alves de Araújo 1438",Teresina,Piauí,64038-280,"(86) 7516-6695",18,"New World Realty",-5.289131,-42.926362
1515,Carolina,Azevedo,female,"Rua João Januário Nunes 1097",Cachoeirinha,"Rio Grande do Sul",94940-170,"(51) 7463-3003",44,"Castle Realty",-29.984365,-51.132241
1516,Laura,Ferreira,female,"Avenida Eduardo Augusto da Silva 1976","Patos de Minas","Minas Gerais",38706-500,"(34) 3680-5101",39,"Helping Hand",-18.561643,-46.534732
1517,Sophia,Rodrigues,female,"Rua Pinto Martins 190",Salvador,Bahia,40015-020,"(71) 5485-3486",38,"Checker Auto Parts",-12.874027,-38.476699
1518,Eduardo,Cardoso,male,"Rua Luciana Sammut Rosenthal 560",Curitiba,Paraná,81050-656,"(41) 6468-9666",31,"County Seat",-25.527803,-49.307098
1519,Sarah,Barros,female,"Rua Josina de Freitas Maritan 497",Varginha,"Minas Gerais",37022-550,"(35) 6174-8750",27,Builderama,-21.48559,-45.466654
1520,Leila,Souza,female,"Rua São Vicente 659","Jaboatão dos Guararapes",Pernambuco,54170-090,"(81) 5899-5165",40,"The Flying Hippo ",-8.083834,-34.988948
1521,Ágatha,Pereira,female,"Rua Tomé Muniz 212","São Paulo","São Paulo",05568-160,"(11) 8207-8030",27,SoundTrack,-23.600213,-46.622187
1522,Beatrice,Melo,female,"Rua do Jambeiro 1655","Mogi das Cruzes","São Paulo",08775-490,"(11) 5239-2930",45,"Steak and Ale",-23.608706,-46.121533
1523,Murilo,Melo,male,"Rua Jerônimo Brandi 222",Osasco,"São Paulo",06126-150,"(11) 7300-3754",22,"Kiddie City",-23.617568,-46.823033
1524,Gustavo,Pinto,male,"Rua Comandante Rúbens Silva 472","Rio de Janeiro","Rio de Janeiro",22745-282,"(21) 9888-4731",41,Witmark,-22.979332,-43.287771
1525,Yasmin,Gomes,female,"Avenida Gonçalves 673",Barretos,"São Paulo",14781-335,"(17) 5778-6929",20,"Dream Home Real Estate Service",-20.475664,-48.728463
1526,Leila,Azevedo,female,"Rua Nossa Senhora da Penha 166","Teófilo Otoni","Minas Gerais",39800-097,"(33) 9671-3661",26,"Afforda Merchant Services",-17.650961,-41.309611
1527,Giovanna,Pinto,female,"Rua Antônio de Sá Marques 1845",Petrópolis,"Rio de Janeiro",25770-020,"(24) 7001-7455",25,"Friendly Advice",-22.44501,-43.061097
1528,Mateus,Barros,male,"Rua Taperoba 1036","Porto Velho",Rondônia,78911-760,"(69) 4993-9214",34,"The Record Shops at TSS",-9.11907,-64.217124
1529,Luis,Castro,male,"Rua Doutor Agrícola Paes de Barros 1723",Cuiabá,"Mato Grosso",78035-160,"(65) 9732-8134",21,Libera,-15.454166,-55.840709
1530,Luiza,Cardoso,female,"Rua João de Almeida 947","São Paulo","São Paulo",03312-030,"(11) 9812-3269",18,"Afforda Merchant Services",-23.660357,-46.640791
1531,Diego,Martins,male,"Rua Haroldo de Camargo 463",Santos,"São Paulo",11087-500,"(11) 5289-3348",20,"Childs Restaurants",-23.920281,-46.280469
1532,Manuela,Almeida,female,"Rua João Dentuski 1595",Vitória,"Espírito Santo",29030-110,"(27) 9110-9425",41,"Country Club Markets",-20.30455,-40.223958
1533,Enzo,Correia,male,"Rua Moysés Mussi 268",Araraquara,"São Paulo",14804-070,"(16) 7191-9028",31,"Child World",-21.811331,-48.237052
1534,Thaís,Barros,female,"Travessa Francisco Bernardino 275",Fortaleza,Ceará,60832-750,"(85) 9052-4986",35,"Home Quarters Warehouse",-3.669603,-38.478152
1535,Thaís,Goncalves,female,"Rua Farmacêutico Francisco Miranda Nogueira 1964",Tatuí,"São Paulo",18277-500,"(15) 4857-4997",26,Packer,-23.276957,-47.777746
1536,Alice,Oliveira,female,"Rua Lavínia 1460",Carapicuíba,"São Paulo",06385-848,"(11) 7232-7845",26,"Budget Tapes & Records",-23.546141,-46.915514
1537,Emily,Rodrigues,female,"Rua Senador Assis Chateaubriand 395",Araçatuba,"São Paulo",16020-383,"(18) 2909-8749",28,"Sun Television and Appliances",-21.162851,-50.611184
1538,Letícia,Pinto,female,"Rua da Olaria 286","Campos dos Goytacazes","Rio de Janeiro",28057-315,"(22) 4727-8461",24,"Asiatic Solutions",-21.66376,-41.503488
1539,Nicole,Gomes,female,"Rua Seis 1448","Jaboatão dos Guararapes",Pernambuco,54230-040,"(81) 2409-9199",30,"Cut Rite",-8.116512,-34.952869
1540,Nicole,Costa,female,"Passagem Brasília 979",Belém,Pará,66815-190,"(91) 9390-3479",24,"Big D Supermarkets",-1.342979,-48.369449
1541,Erick,Fernandes,male,"Alameda Rio Branco 574",Blumenau,"Santa Catarina",89010-300,"(47) 9679-5805",19,"Team Designers and Associates",-26.930865,-49.120242
1542,Carolina,Oliveira,female,"Avenida São Braz 440",Salvador,Bahia,40325-550,"(71) 2516-9931",31,"American Appliance",-12.82267,-38.425029
1543,Thaís,Pinto,female,"Avenida Augusto Severo 541",Goiânia,Goiás,74375-495,"(62) 2761-9666",22,Choices,-16.632088,-49.216456
1544,Matilde,Sousa,female,"Travessa Monteiro 1775","São Luís",Maranhão,65015-580,"(98) 2345-3070",27,Weatherill's,-2.701111,-44.317855
1545,Ágatha,Rodrigues,female,"Rua Cachoeira Nova Vida 448","São Paulo","São Paulo",03254-290,"(11) 3884-2929",32,"Strategy Consulting",-23.565925,-46.59554
1546,Tânia,Dias,female,"Rua Professora Maria Carolina Campos 744","Belo Horizonte","Minas Gerais",30460-300,"(31) 9945-2670",40,Perisolution,-19.864244,-43.995025
1547,Eduarda,Carvalho,female,"Rua Joaquim de Siqueira Cortes 1543",Curitiba,Paraná,81260-440,"(41) 3923-3011",27,"Albers Super Markets",-25.415989,-49.285235
1548,Lara,Gomes,female,"Rua Coronel Joaquim Teixeira da Silva Braga 1502","São Paulo","São Paulo",01536-020,"(11) 5481-9440",28,"The Happy Bear",-23.568335,-46.536326
1549,Eduarda,Barbosa,female,"Rua Luiz Bertola 593","Caxias do Sul","Rio Grande do Sul",95096-470,"(54) 4365-4322",29,"County Market",-29.089523,-50.916719
1550,Evelyn,Silva,female,"Rua Santa Martinha 1601",Guarulhos,"São Paulo",07241-220,"(11) 8300-5975",43,"Body Toning",-23.480426,-46.358786
1551,Bianca,Sousa,female,"Praça Natali Pastorini 323",Barbacena,"Minas Gerais",36205-281,"(32) 3291-8471",34,"Shabby Chic",-21.267669,-43.774006
1552,Luis,Araujo,male,"Rua Henrique Ramisch 973",Toledo,Paraná,85909-740,"(45) 8692-9253",22,"Big Apple",-24.793492,-53.855813
1553,Fábio,Alves,male,"Rua Monte Carmelo 1349","Sete Lagoas","Minas Gerais",35700-151,"(31) 8928-3585",33,"Rose Records",-19.473943,-44.376465
1554,Tiago,Fernandes,male,"Quadra CLN 112 Bloco C 703",Brasília,"Distrito Federal",70762-530,"(61) 7044-9814",32,"Food Mart",-15.864243,-47.687421
1555,Enzo,Cunha,male,"Rua Atalides Pisco 343","Rio de Janeiro","Rio de Janeiro",21720-500,"(21) 7742-9488",20,Anthony's,-22.875526,-43.320936
1556,Marisa,Cunha,female,"Viela C 669",Goiânia,Goiás,74415-080,"(62) 4459-4149",30,"Rhodes Furniture",-16.717264,-49.301096
1557,Larissa,Pinto,female,"Rua Pedro Alves Rodrigues 587","São Gonçalo","Rio de Janeiro",24745-570,"(21) 8301-7833",23,"Paper Cutter",-22.89027,-43.090633
1558,Ana,Pereira,female,"Rua Valério Búrigo Rosso 1830",Lages,"Santa Catarina",88505-415,"(49) 8937-7810",27,"Lionel Kiddie City",-27.862426,-50.438347
1559,Erick,Ribeiro,male,"Rua Idalécio 110",Florianópolis,"Santa Catarina",88058-707,"(48) 5113-8958",41,"Midwest TV & Appliance",-27.692727,-48.437045
1560,Manuela,Castro,female,"Rua Doutor Eurico Martins 1139","São Paulo","São Paulo",03654-100,"(11) 4930-4150",21,Giant,-23.713336,-46.661995
1561,Ágatha,Pinto,female,"Rua Antônio Costa Pereira 200",Itapeva,"São Paulo",18405-320,"(15) 5357-7501",30,"Del Farm",-23.954374,-48.920573
1562,Luiza,Gomes,female,"4ª Travessa Amparo do Tororó 386",Salvador,Bahia,40050-104,"(71) 5798-2020",39,"Video Concepts",-12.812777,-38.570005
1563,Danilo,Santos,male,"Rua Arruda Câmara 306",Goiânia,Goiás,74885-415,"(62) 8837-8288",40,"Starship Tapes & Records",-16.602343,-49.354149
1564,Marisa,Ferreira,female,"Rua do Barbeiro 597","Jaboatão dos Guararapes",Pernambuco,54345-640,"(81) 9694-2036",30,Ejecta,-8.201424,-34.948266
1565,Manuela,Cunha,female,"Rua Manuel Bispo 12",Salvador,Bahia,41342-852,"(71) 4177-7301",43,"H.C. Bohack",-12.947689,-38.531828
1566,Gabrielly,Alves,female,"Alameda dos Ipês 607",Embu,"São Paulo",06840-350,"(11) 7543-5649",26,"Techo Solutions",-23.673436,-46.947428
1567,Clara,Ferreira,female,"Rua Colhereiro 812",Arapongas,Paraná,86707-370,"(43) 3513-3414",36,"Bountiful Harvest Health Food Store",-23.371251,-51.544466
1568,Rafaela,Pinto,female,"Rua Antenor Clemente Mateus 1012",Barbacena,"Minas Gerais",36205-656,"(32) 8799-5134",31,"Baltimore Markets",-21.274732,-43.833954
1569,Luiz,Fernandes,male,"Avenida Doutor Valdomiro Lopes da Silva 282","São José do Rio Preto","São Paulo",15051-005,"(17) 2853-7928",27,"Bresler's Ice Cream",-20.782348,-49.287776
1570,Júlia,Lima,female,"Rua José Martins da Costa 32",Natal,"Rio Grande do Norte",59020-220,"(84) 6705-9517",35,"Stop N Shop",-5.752782,-35.285604
1571,Luís,Ferreira,male,"Avenida Vale dos Barris 1139",Salvador,Bahia,40070-055,"(71) 3574-4382",36,"Mode O'Day",-12.795382,-38.387666
1572,Sofia,Almeida,female,"Rua Joana D'Arc 994","São José do Rio Preto","São Paulo",15047-115,"(17) 9371-4030",19,"The Wiz",-20.862949,-49.377729
1573,Giovanna,Gomes,female,"Vila Santo Aniceto 1938",Fortaleza,Ceará,60741-780,"(85) 3778-7109",38,"Custom Lawn Care",-3.675953,-38.505939
1574,André,Costa,male,"Quadra EQS 407/408 620",Brasília,"Distrito Federal",70256-400,"(61) 6372-8920",33,Profitpros,-15.85243,-47.669464
1575,Leila,Rocha,female,"Rua Carlos Álvares 1800","Belo Horizonte","Minas Gerais",31535-080,"(31) 4447-6161",27,"Afforda Merchant Services",-19.987988,-43.877521
1576,Tânia,Azevedo,female,"Rua Iracema 1113","Nova Iguaçu","Rio de Janeiro",26032-770,"(21) 3602-2906",22,"The Goose and Duck",-22.733528,-43.595311
1577,Camila,Silva,female,"Rua 9 1694","Aparecida de Goiânia",Goiás,74987-490,"(62) 9943-4241",37,"Endicott Shoes",-16.753376,-49.317879
1578,Brenda,Lima,female,"Estrada para Parnaíba 1665","Franco da Rocha","São Paulo",07811-060,"(11) 3940-8066",36,"Bonanza Produce Stores",-23.274388,-46.655584
1579,Brenda,Goncalves,female,"Rua Dona Maria Jacinta 930","São Carlos","São Paulo",13561-120,"(16) 4684-6590",45,"A+ Investments",-21.900528,-47.79029
1580,André,Martins,male,"Rua da Penha 1445",Fortaleza,Ceará,60820-090,"(85) 9078-9706",44,Beatties,-3.672237,-38.495385
1581,Anna,Melo,female,"Rua Dois 720",Americana,"São Paulo",13475-744,"(19) 4930-8340",40,"E.J. Korvette",-22.689035,-47.25837
1582,Yasmin,Martins,female,"Rua Vinte e Sete 125","Porto Alegre","Rio Grande do Sul",91420-634,"(51) 5336-4006",37,Zantigo,-30.13417,-51.234586
1583,Júlia,Costa,female,"Rua Piedade 505","Jaboatão dos Guararapes",Pernambuco,54330-310,"(81) 3322-4649",36,"Corinthian Designs",-8.087924,-34.904909
1584,Guilherme,Barros,male,"Rua do Café 60",Joinville,"Santa Catarina",89207-545,"(47) 3331-5956",39,"Muscle Factory",-26.251515,-49.005945
1585,Eduarda,Castro,female,"Rua Doze 1707",Atibaia,"São Paulo",12948-803,"(11) 2097-6053",21,"Borders Books",-23.123204,-46.632149
1586,Eduarda,Gomes,female,"Rua Antônio Luiz Tomazzoni 1027","Caxias do Sul","Rio Grande do Sul",95072-070,"(54) 9372-9146",40,"Frank and Seder",-29.046221,-50.99137
1587,Matilde,Dias,female,"Rua Leonardo Espírito Santos 492",Suzano,"São Paulo",08613-160,"(11) 6386-3240",22,"K&G Distributors",-23.70581,-46.255508
1588,Gabrielle,Oliveira,female,"Rua Esmeralda 1339","Montes Claros","Minas Gerais",39400-107,"(38) 7018-9644",45,"The Jolly Farmer",-16.509902,-43.931655
1589,Laura,Ribeiro,female,"Via Narcizo Baldan 1449",Matão,"São Paulo",15990-415,"(16) 5222-8208",36,Steinberg's,-21.622984,-48.507295
1590,Yasmin,Barros,female,"Rua Aterla 249",Campinas,"São Paulo",13056-487,"(19) 8481-3757",40,"Golden Dawn",-22.92388,-47.072667
1591,Clara,Azevedo,female,"Rua 4 494","Aparecida de Goiânia",Goiás,74910-465,"(62) 3657-8867",25,"Back To Basics Chiropractic Clinic",-16.931388,-49.304831
1592,Evelyn,Costa,female,"Rua Urubici 1217",Recife,Pernambuco,52120-183,"(81) 5620-4886",23,"House 2 Home",-8.006061,-34.862476
1593,Leila,Martins,female,"Rua Waldemar Moraes 999",Franca,"São Paulo",14409-587,"(16) 9828-3746",26,"Market Basket",-20.647536,-47.283063
1594,Tânia,Fernandes,female,"Avenida Jerimanduba 1587","São Paulo","São Paulo",05181-000,"(11) 9059-3516",36,"Young @ Heart",-23.589307,-46.651299
1595,Vitória,Martins,female,"Rua Teodoro José de Lacerda 1097",Divinópolis,"Minas Gerais",35500-489,"(37) 6893-2580",20,"Franklin Music",-20.062921,-44.892372
1596,Ana,Souza,female,"Avenida A 687",Alvorada,"Rio Grande do Sul",94856-020,"(51) 4535-3587",35,"Allied City Stores",-29.944256,-51.130782
1597,Lara,Gomes,female,"Rua Dante Alighiri 1810","Francisco Morato","São Paulo",07936-180,"(11) 8891-8570",34,"Suncoast Video",-23.300784,-46.666902
1598,Isabella,Santos,female,"Rua Frederico Lakus 1732","Foz do Iguaçu",Paraná,85869-619,"(45) 2679-6635",24,"G.I. Joe's",-25.49552,-54.408138
1599,Vitoria,Sousa,female,"Rua Sebaldo Klein 812","São José","Santa Catarina",88103-700,"(48) 7438-5359",32,"W. Bell & Co.",-27.621853,-48.599733
1600,Brenda,Pinto,female,"Rua dos Tamoios 771",Caraguatatuba,"São Paulo",11662-080,"(12) 4256-4577",23,"Circuit City",-23.71805,-45.413203
1601,Brenda,Fernandes,female,"Rua Antônio Armando 141","São Paulo","São Paulo",02917-060,"(11) 4909-5909",38,"Woolf Brothers",-23.652402,-46.622338
1602,Matheus,Souza,male,"Avenida L 576","Montes Claros","Minas Gerais",39401-380,"(38) 6702-9885",43,"Corinthian Designs",-16.551245,-43.866242
1603,Paulo,Gomes,male,"Rua Tapuraíba 228","São Paulo","São Paulo",08420-450,"(11) 8109-5967",43,"Joshua Doore",-23.654699,-46.546908
1604,Laura,Barbosa,female,"Rua Um 1666",Jundiaí,"São Paulo",13212-523,"(11) 5527-3320",37,"Rustler Steak House",-23.296697,-46.969717
1605,Rebeca,Rodrigues,female,"Rua Quinze 1446",Uberaba,"Minas Gerais",38056-719,"(34) 6496-2056",27,"Crown Books",-19.602268,-47.87155
1606,Júlio,Ribeiro,male,"Rodovia Armando de Salles Oliveira 1857",Sertãozinho,"São Paulo",14176-000,"(16) 5642-7964",43,Schweggmanns,-21.105926,-48.087363
1607,Camila,Lima,female,"Rua Nascente 364","Nova Iguaçu","Rio de Janeiro",26053-060,"(21) 6714-8918",19,Wetson's,-22.709822,-43.546767
1608,Rebeca,Martins,female,"Rua Luiz Signori 164",Chapecó,"Santa Catarina",89805-150,"(49) 8129-5298",43,"The Goose and Duck",-27.053187,-52.694555
1609,Aline,Sousa,female,"Rua 121 3",Maracanaú,Ceará,61911-070,"(85) 8349-5264",33,"Gas Depot",-3.797301,-38.656507
1610,Kauan,Oliveira,male,"Rua Duarte Nunes 630","Belford Roxo","Rio de Janeiro",26167-270,"(21) 9611-6155",24,"CSK Auto",-22.645256,-43.351331
1611,Martim,Cunha,male,"Quadra Quadra 076 535",Luziânia,Goiás,72853-076,"(61) 7595-5411",38,Wetson's,-16.473771,-47.906135
1612,Diego,Ribeiro,male,"Rua Guanambi 1211","Jaboatão dos Guararapes",Pernambuco,54420-140,"(81) 8431-3816",43,"Life Map",-8.064971,-35.062895
1613,Alice,Correia,female,"Rua Comendador Bento Pereira 1800","São Paulo","São Paulo",01540-030,"(11) 7914-9747",23,Luria's,-23.557945,-46.563399
1614,Maria,Alves,female,"Quadra QR 410 Conjunto 15-A 1816",Samambaia,"Distrito Federal",72320-018,"(61) 2698-5673",32,Maxaprofit,-23.148825,-47.408273
1615,Thiago,Cardoso,male,"Praça Redescobrindo o Interior 1542",Atibaia,"São Paulo",12946-311,"(11) 7629-3879",26,"One-Up Realty",-23.222424,-46.582709
1616,Luiz,Cunha,male,"Quadra QR 503 Conjunto 12 523",Samambaia,"Distrito Federal",72311-614,"(61) 9966-4696",39,"Egghead Software",-23.14332,-47.500057
1617,Ana,Cunha,female,"Rua J 56 699",Goiânia,Goiás,74674-220,"(62) 4817-7197",43,"Harold Powell",-16.544436,-49.166804
1618,Amanda,Goncalves,female,"Rua Felipe Abrão 1802",Anápolis,Goiás,75105-510,"(62) 3525-6131",41,Judy's,-16.373634,-49.005172
1619,Larissa,Barbosa,female,"Rua Quinze 1091",Itabira,"Minas Gerais",35901-059,"(31) 7712-2865",29,"Hills Supermarkets",-19.506843,-43.236511
1620,Carolina,Pinto,female,"Rua Um 1634",Araguari,"Minas Gerais",38447-033,"(34) 5857-9504",33,"Better Business Ideas and Services",-18.548672,-48.347342
1621,Larissa,Souza,female,"Avenida Rio Douro 869","São João de Meriti","Rio de Janeiro",25550-661,"(21) 6337-6339",22,"Steve & Barry's",-22.802534,-43.431143
1622,Thaís,Gomes,female,"Rua Nove 840",Bauru,"São Paulo",17066-200,"(14) 5211-5686",37,Datacorp,-22.247003,-49.073668
1623,Livia,Fernandes,female,"Rua Colombo 1600",Queimados,"Rio de Janeiro",26327-370,"(21) 7037-2427",41,"Realty Depot",-22.762793,-43.634602
1624,Luis,Pereira,male,"Rua Castilho Franca 1729",Niterói,"Rio de Janeiro",24220-010,"(21) 4425-6734",43,"Envirotecture Design Service",-23.010738,-43.11013
1625,Luana,Carvalho,female,"Via de Pedestre Lourenço Bossi 130","São Paulo","São Paulo",02123-065,"(11) 8495-4449",39,"Red Fox Tavern",-23.679789,-46.69503
1626,Rebeca,Azevedo,female,"Rua Quarenta e Cinco 1199","Porto Velho",Rondônia,78919-540,"(69) 3549-2805",33,"Manu Connection",-9.145095,-64.303276
1627,Marisa,Goncalves,female,"Rua Conselheiro Tobias 1874",Maringá,Paraná,87014-270,"(44) 5967-6956",32,Littler's,-23.381637,-52.051833
1628,Rafael,Pereira,male,"Travessa Ernesto Pereira Lopes 497","São Paulo","São Paulo",04561-091,"(11) 7554-3084",21,"Colonial Stores",-23.529537,-46.562479
1629,Julieta,Sousa,female,"Rua Maestro Pedro Maia 967",Castro,Paraná,84174-628,"(42) 6932-6738",38,Kleinhans,-24.837525,-49.950676
1630,Isabelle,Silva,female,"Via Plínio Salgado 1635",Goiânia,Goiás,74355-140,"(62) 4860-8094",34,"Jackpot Consultant",-16.720749,-49.311818
1631,Emily,Sousa,female,"Rua Alécia Garutti Pelissari 531",Apucarana,Paraná,86812-515,"(43) 3458-9104",25,"Purity Supreme",-23.48598,-51.504741
1632,Alice,Dias,female,"Rua Pedro Picoli 384",Mococa,"São Paulo",13736-410,"(19) 2973-2085",26,"Cala Foods",-21.419977,-47.025734
1633,Giovana,Correia,female,"Rua Itaperuna 978","Belo Horizonte","Minas Gerais",30285-020,"(31) 2381-6622",29,"Pleasures and Pasttimes",-19.885213,-43.995938
1634,Thaís,Santos,female,"Rua W-10 1004",Uberlândia,"Minas Gerais",38401-320,"(34) 2356-9919",45,"Red Robin Stores",-18.929132,-48.358992
1635,André,Costa,male,"Rua Vasco Augusto Fragoso 1287",Caraguatatuba,"São Paulo",11667-040,"(12) 9947-3666",36,"Sports Town USA",-23.671575,-45.509004
1636,Leila,Pinto,female,"Rua do Campo 1393",Betim,"Minas Gerais",32615-010,"(31) 6585-8376",19,"Purity Supreme",-20.030032,-44.11975
1637,Júlia,Almeida,female,"Travessa Tancredo Neves 1492",Manaus,Amazonas,69087-230,"(92) 9456-3653",19,"American Wholesale Club",-2.662145,-60.073245
1638,Carolina,Azevedo,female,"Rua Visconde de Sinimbu 1598",Pelotas,"Rio Grande do Sul",96020-790,"(53) 6530-4102",37,"Life Map Planners",-31.428697,-52.336001
1639,Arthur,Costa,male,"Rua Bem Aventurado Teófano Venerd 1767","São Paulo","São Paulo",04430-000,"(11) 2670-3519",37,"Lawn N' Order Garden Care",-23.552433,-46.575279
1640,Melissa,Melo,female,"Rua da Roseira 755","Abreu e Lima",Pernambuco,53520-290,"(81) 4411-3145",31,"Sofa Express",-7.955536,-35.030928
1641,Kai,Correia,male,"Avenida Benedicto Miranda Rocha 434",Cruzeiro,"São Paulo",12702-350,"(12) 3408-4359",37,StopGrey,-22.663713,-44.9184
1642,Gabrielly,Barros,female,"Rua Sete 1735","Jaboatão dos Guararapes",Pernambuco,54330-080,"(81) 5584-4014",22,Fedco,-8.107488,-35.055494
1643,Caio,Castro,male,"Rua Regente Feijó 431","Franco da Rocha","São Paulo",07847-040,"(11) 5090-4183",42,Silo,-23.366666,-46.796564
1644,Laura,Pinto,female,"Rua Aldo Alves Prudêncio 768",Cariacica,"Espírito Santo",29150-330,"(27) 3125-4734",26,"Red Robin Stores",-20.304694,-40.542878
1645,Camila,Dias,female,"Rua Botucatu 187",Itaquaquecetuba,"São Paulo",08576-660,"(11) 6100-6791",43,"Handy Dan",-23.519062,-46.245238
1646,Aline,Araujo,female,"Avenida Constran 1423","Santana de Parnaíba","São Paulo",06516-300,"(11) 9383-9241",32,Sambo's,-23.353341,-46.824986
1647,Gabriela,Barros,female,"Rua Cláudio Malagoli 708","São José do Rio Preto","São Paulo",15042-064,"(17) 8571-2067",18,"Access Asia",-20.756135,-49.342138
1648,Nicole,Castro,female,"Rua Tito Capinam 1411","São Paulo","São Paulo",08062-270,"(11) 9467-5591",26,"Circus World",-23.600972,-46.539076
1649,Sophia,Barbosa,female,"Rua Dezenove 1530","Rio de Janeiro","Rio de Janeiro",21866-110,"(21) 9510-5675",33,"The Pink Pig Tavern",-22.958274,-43.33391
1650,Eduardo,Souza,male,"Rua Maria do Carmo Pontes de Oliveira 1095",Jundiaí,"São Paulo",13214-190,"(11) 8403-2904",19,"Plan Future",-23.276656,-46.956075
1651,Luís,Rocha,male,"Rua Vinte e Um de Abril 717",Goiânia,Goiás,74465-490,"(62) 7949-5407",33,"Family Toy",-16.576129,-49.233071
1652,Carlos,Souza,male,"Avenida Três de Junho 1429",Salvador,Bahia,40230-735,"(71) 6357-5948",19,"Hudson's MensWear",-12.812592,-38.516195
1653,Kauã,Souza,male,"Rua Deputada Ivete Vargas 1554","Belo Horizonte","Minas Gerais",30628-170,"(31) 9540-3733",18,"Lee Wards",-19.819111,-43.899194
1654,Breno,Azevedo,male,"Rua R-10 1228",Caruaru,Pernambuco,55024-450,"(81) 9295-5665",43,"System Star Solutions",-8.204641,-36.027259
1655,Anna,Pereira,female,"Rua Roque Píccolo 317","Ribeirão Preto","São Paulo",14093-542,"(16) 6892-8375",24,"Alladin Realty",-21.218549,-47.796794
1656,Camila,Pereira,female,"Rua Aristóteles Amorim de Santana 445",Recife,Pernambuco,51300-360,"(81) 6260-5810",36,"Carrols Restaurant Group",-8.020733,-35.007093
